pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,1,4,1,0,2,4,18.50,1407,52.00,0.80,0.00,13.20,66.00,1
2016,1,4,1,0,2,4,17.70,1500,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,0,2,1,11.97,1525,34.00,1.30,0.00,7.06,42.36,1
2016,1,4,1,0,2,6,13.46,1158,37.00,1.30,0.00,7.66,45.96,1
2016,1,4,1,0,2,4,17.52,1610,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,0,2,4,17.79,1816,52.00,0.80,0.00,13.20,66.00,1
2016,1,4,1,0,2,4,18.25,1763,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,0,2,1,19.76,1616,53.00,1.30,0.00,0.00,54.30,2
2016,1,4,1,0,2,6,16.20,1302,43.00,1.30,0.00,8.85,53.15,1
2016,1,4,1,1,4,3,7.81,809,23.00,1.30,5.54,5.97,35.81,1
2016,1,4,1,1,4,3,10.00,1252,29.50,1.30,0.00,12.20,43.00,1
2016,1,4,1,1,4,3,10.20,1384,31.00,1.30,0.00,14.00,46.30,1
2016,1,4,1,1,4,2,19.70,1955,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,3,4,8.80,841,24.50,1.30,5.54,0.00,31.34,2
2016,1,4,1,1,4,2,16.50,1479,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,1,4,3,10.90,1313,32.00,1.30,7.50,10.20,51.00,1
2016,1,4,1,1,4,2,16.66,1392,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,4,3,13.00,1437,37.00,1.30,5.54,0.00,43.84,2
2016,1,4,1,1,4,2,17.80,1555,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,4,3,8.03,877,23.50,1.30,5.54,5.00,35.34,1
2016,1,4,1,1,4,2,17.45,1652,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,1,2,1,10.00,1312,29.00,1.30,0.00,6.05,36.35,1
2016,1,4,1,1,4,2,17.27,1759,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,1,2,1,12.72,1729,36.00,1.30,0.00,7.46,44.76,1
2016,1,4,1,1,2,1,11.52,1561,33.00,1.30,0.00,6.86,41.16,1
2016,1,4,1,1,2,4,17.01,2241,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,4,3,8.49,1289,26.00,1.30,0.00,0.00,27.30,2
2016,1,4,1,1,4,2,18.30,1928,52.00,0.80,5.54,14.55,72.89,1
2016,1,4,1,1,2,4,21.32,2353,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,1,2,4,20.10,2908,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,1,4,3,10.12,1010,28.00,0.80,5.54,5.00,39.34,1
2016,1,4,1,1,4,2,17.71,1961,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,4,3,10.60,1296,31.50,0.80,5.54,5.00,42.84,1
2016,1,4,1,1,3,4,8.20,1090,24.50,0.80,5.54,6.15,36.99,1
2016,1,4,1,1,3,4,9.10,1601,28.00,0.80,5.54,6.85,41.19,1
2016,1,4,1,1,2,4,20.74,3240,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,1,4,2,19.00,1980,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,1,2,4,17.30,2868,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,1,3,4,9.24,1603,29.50,0.80,5.54,8.96,44.80,1
2016,1,4,1,1,2,1,18.77,3671,58.50,0.80,0.00,11.86,71.16,1
2016,1,4,1,1,4,3,8.40,1481,26.00,0.80,5.54,6.47,38.81,1
2016,1,4,1,1,2,4,19.42,3913,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,2,4,18.52,3674,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,2,1,13.60,3435,47.00,0.80,0.00,0.00,47.80,2
2016,1,4,1,1,4,2,18.84,1765,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,4,2,15.78,1702,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,1,2,4,20.39,4579,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,4,2,17.70,1822,52.00,0.80,5.54,6.00,64.34,1
2016,1,4,1,1,4,3,10.08,1324,29.00,0.80,5.54,5.00,40.34,1
2016,1,4,1,1,6,2,8.92,784,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,1,4,2,18.10,1631,52.00,0.80,5.54,8.75,67.09,1
2016,1,4,1,1,4,3,11.24,1591,33.00,0.80,0.00,5.00,38.80,1
2016,1,4,1,1,2,4,16.84,3508,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,1,2,4,19.23,4244,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,2,4,18.41,5642,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,4,3,7.96,1097,24.00,0.80,5.54,4.00,34.34,1
2016,1,4,1,1,2,4,23.18,4296,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,2,4,15.94,4060,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,1,2,4,19.28,4809,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,1,4,3,7.37,1347,24.00,0.80,0.00,0.00,24.80,2
2016,1,4,1,1,4,3,10.50,1430,30.50,0.80,5.54,6.00,42.84,1
2016,1,4,1,1,4,3,8.10,1204,24.50,0.80,5.54,6.15,36.99,1
2016,1,4,1,1,2,4,19.30,4673,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,1,2,6,16.17,3237,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,1,4,3,12.30,1809,36.00,0.80,5.54,8.46,50.80,1
2016,1,4,1,1,3,4,9.00,1909,29.50,0.80,5.54,7.15,42.99,1
2016,1,4,1,1,4,3,14.20,1826,41.50,0.80,0.00,5.00,47.30,1
2016,1,4,1,1,4,2,17.20,2519,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,1,4,3,8.23,1108,25.50,0.80,5.54,6.37,38.21,1
2016,1,4,1,1,4,3,12.77,1411,35.50,0.80,0.00,7.26,43.56,1
2016,1,4,1,1,4,3,11.40,2607,40.50,0.80,5.54,11.70,58.54,1
2016,1,4,1,1,4,2,17.12,1893,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,1,4,2,19.30,2400,52.00,0.80,5.54,14.55,72.89,1
2016,1,4,1,1,3,4,8.53,2053,30.00,0.80,5.54,3.00,39.34,1
2016,1,4,1,1,3,1,11.00,2492,36.50,0.80,0.00,4.00,41.30,1
2016,1,4,1,1,2,4,19.70,4976,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,2,3,4,12.00,2195,37.50,0.80,5.54,7.00,50.84,1
2016,1,4,1,2,2,1,13.64,3518,49.00,0.80,0.00,9.96,59.76,1
2016,1,4,1,2,2,6,14.90,3221,46.00,0.80,0.00,0.00,46.80,2
2016,1,4,1,2,2,1,14.70,2388,43.50,0.80,0.00,0.00,44.30,2
2016,1,4,1,2,3,4,11.40,2371,37.50,0.80,5.54,8.76,52.60,1
2016,1,4,1,2,4,3,9.30,2228,34.00,0.80,5.54,8.06,48.40,1
2016,1,4,1,2,2,1,23.31,2857,66.00,0.80,0.00,13.36,80.16,1
2016,1,4,1,2,3,1,6.20,1360,21.00,0.80,0.00,5.45,27.25,1
2016,1,4,1,2,4,3,11.09,2091,36.50,0.80,0.00,0.00,37.30,2
2016,1,4,1,2,3,4,8.40,2023,29.00,0.80,5.54,5.00,40.34,1
2016,1,4,1,2,2,4,19.02,2846,52.00,0.80,5.54,14.58,72.92,1
2016,1,4,1,2,3,6,5.90,990,19.50,0.80,0.00,2.50,22.80,1
2016,1,4,1,2,4,2,18.10,2225,59.00,0.30,0.00,10.00,69.30,1
2016,1,4,1,2,3,6,2.70,533,10.50,0.80,0.00,1.00,12.30,1
2016,1,4,1,2,3,6,3.33,892,13.50,0.80,0.00,3.58,17.88,1
2016,1,4,1,2,3,4,9.78,2104,30.50,0.80,5.54,7.37,44.21,1
2016,1,4,1,2,3,4,11.40,2370,36.50,0.80,5.54,8.55,51.39,1
2016,1,4,1,2,4,3,10.30,1851,33.00,0.80,5.54,0.00,39.34,2
2016,1,4,1,2,3,4,10.55,2036,32.50,0.80,5.54,7.77,46.61,1
2016,1,4,1,2,2,4,17.42,2939,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,2,3,4,12.52,1826,36.50,0.80,5.54,8.00,50.84,1
2016,1,4,1,2,4,3,9.57,1203,28.50,0.80,5.54,6.97,41.81,1
2016,1,4,1,2,3,4,9.29,2065,31.50,0.80,0.00,6.46,38.76,1
2016,1,4,1,2,2,4,17.11,3495,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,2,3,4,9.10,1748,29.50,0.80,5.54,5.00,40.84,1
2016,1,4,1,2,2,1,9.67,1675,30.00,0.80,0.00,6.16,36.96,1
2016,1,4,1,2,3,4,10.01,1980,31.50,0.80,5.54,3.30,41.14,1
2016,1,4,1,2,2,6,11.60,2281,36.50,0.80,0.00,0.00,37.30,2
2016,1,4,1,2,2,4,19.20,2824,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,2,3,4,7.33,1618,25.50,0.80,0.00,5.26,31.56,1
2016,1,4,1,2,3,4,15.53,2134,45.00,0.80,5.54,12.84,64.18,1
2016,1,4,1,2,2,2,19.30,5,2.50,0.80,0.00,0.00,3.30,3
2016,1,4,1,2,2,1,16.99,2916,53.00,0.80,0.00,10.76,64.56,1
2016,1,4,1,2,3,4,12.52,2519,40.00,0.80,0.00,0.00,40.80,2
2016,1,4,1,2,3,4,10.60,2542,36.50,0.80,5.54,5.00,47.84,1
2016,1,4,1,2,3,4,10.40,1655,30.50,0.80,5.54,7.35,44.19,1
2016,1,4,1,2,3,4,11.90,2813,41.00,0.80,0.00,8.35,50.15,1
2016,1,4,1,2,3,4,0.90,1884,34.00,0.80,5.54,8.05,48.39,1
2016,1,4,1,2,4,3,8.20,875,23.50,0.80,5.54,0.00,29.84,2
2016,1,4,1,2,4,3,10.70,2891,39.50,0.80,0.00,7.00,47.30,1
2016,1,4,1,2,3,4,8.68,1996,30.50,0.80,5.54,7.37,44.21,1
2016,1,4,1,2,3,4,8.50,2088,30.50,0.80,5.54,7.35,44.19,1
2016,1,4,1,2,4,3,10.51,1469,32.00,0.80,5.54,7.67,46.01,1
2016,1,4,1,2,3,4,10.70,2468,37.50,0.80,5.54,7.00,50.84,1
2016,1,4,1,2,3,3,0.00,17,20.00,0.30,0.00,0.00,20.30,4
2016,1,4,1,2,3,4,10.75,1647,31.50,0.80,5.54,9.46,47.30,1
2016,1,4,1,2,2,4,16.70,2238,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,2,2,1,9.90,1014,28.50,0.80,0.00,5.85,35.15,1
2016,1,4,1,2,3,4,10.33,1536,30.50,0.80,5.54,7.37,44.21,1
2016,1,4,1,2,4,3,13.90,1580,38.00,0.80,0.00,0.00,38.80,2
2016,1,4,1,2,4,3,12.72,2014,39.50,0.80,5.54,9.17,55.01,1
2016,1,4,1,2,3,4,9.60,2320,35.00,0.80,5.54,5.00,46.34,1
2016,1,4,1,2,4,3,11.28,1551,34.00,0.80,5.54,8.07,48.41,1
2016,1,4,1,2,4,3,11.40,1903,35.50,0.80,5.54,0.00,41.84,2
2016,1,4,1,2,2,4,18.16,2644,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,2,2,1,15.40,2241,44.50,0.80,0.00,11.30,56.60,1
2016,1,4,1,2,3,4,7.70,1614,27.00,0.80,5.54,0.00,33.34,2
2016,1,4,1,2,2,6,10.36,1730,32.00,0.80,0.00,0.00,32.80,2
2016,1,4,1,2,4,2,17.70,2166,52.00,0.80,5.54,11.66,70.00,1
2016,1,4,1,2,2,1,17.45,2029,47.50,0.80,0.00,9.66,57.96,1
2016,1,4,1,2,2,1,10.90,1622,33.50,0.80,0.00,0.00,34.30,2
2016,1,4,1,2,4,3,10.00,1824,32.00,0.80,5.54,0.00,38.34,2
2016,1,4,1,2,3,0,10.00,1157,29.00,0.80,5.54,0.00,35.34,2
2016,1,4,1,2,3,6,4.21,1294,18.00,0.80,0.00,0.00,18.80,2
2016,1,4,1,2,3,1,10.90,2503,38.50,0.80,0.00,7.86,47.16,1
2016,1,4,1,2,3,4,15.30,1585,42.00,0.80,5.54,5.00,53.34,1
2016,1,4,1,2,4,3,14.42,1820,41.50,0.80,5.54,11.96,59.80,1
2016,1,4,1,2,2,1,11.43,1498,33.00,0.80,0.00,3.80,37.60,1
2016,1,4,1,2,2,4,16.80,1746,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,2,3,4,14.40,1903,41.50,0.80,5.54,11.95,59.79,1
2016,1,4,1,2,3,4,11.50,1363,33.50,0.80,5.54,5.00,44.84,1
2016,1,4,1,2,3,4,18.30,2866,56.50,0.80,5.54,18.85,81.69,1
2016,1,4,1,2,3,4,9.45,1434,30.50,0.80,5.54,7.37,44.21,1
2016,1,4,1,2,3,4,9.92,1538,30.50,0.80,5.54,3.68,40.52,1
2016,1,4,1,2,2,4,19.80,1848,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,2,2,6,14.00,1502,39.00,0.80,0.00,0.00,39.80,3
2016,1,4,1,2,3,4,10.48,1878,33.50,0.80,5.54,0.00,39.84,2
2016,1,4,1,2,4,3,11.90,1231,33.00,0.80,5.54,7.85,47.19,1
2016,1,4,1,2,2,4,18.80,2854,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,2,3,4,8.50,1430,27.50,0.80,5.00,6.65,39.95,1
2016,1,4,1,2,3,4,10.89,1124,31.00,0.80,5.54,11.20,48.54,1
2016,1,4,1,2,2,4,28.60,2774,52.00,0.80,5.54,7.00,65.34,1
2016,1,4,1,2,4,3,8.43,1500,28.00,0.80,5.54,3.00,37.34,1
2016,1,4,1,2,3,6,5.00,831,16.50,0.80,0.00,0.00,17.30,2
2016,1,4,1,2,3,1,6.90,1180,22.00,0.80,0.00,0.00,22.80,2
2016,1,4,1,2,3,4,10.70,1844,34.50,0.80,5.54,6.00,46.84,1
2016,1,4,1,2,3,4,7.84,884,22.50,0.80,5.54,5.77,34.61,1
2016,1,4,1,2,4,2,19.20,2078,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,2,3,4,8.57,1074,24.50,0.80,5.54,6.17,37.01,1
2016,1,4,1,2,3,4,8.20,1004,23.50,0.80,5.54,4.00,33.84,1
2016,1,4,1,2,2,6,13.92,1638,39.00,0.80,0.00,7.96,47.76,1
2016,1,4,1,2,2,6,5.23,586,16.00,0.80,0.00,0.00,16.80,2
2016,1,4,1,2,4,2,17.14,3187,52.00,0.80,5.54,6.00,64.34,1
2016,1,4,1,2,3,1,7.40,1394,25.00,0.80,0.00,5.15,30.95,1
2016,1,4,1,2,3,1,12.90,2554,41.50,0.80,0.00,0.00,42.30,1
2016,1,4,1,2,3,4,11.89,2025,38.00,0.80,0.00,0.00,38.80,2
2016,1,4,1,2,2,1,17.30,1996,48.50,0.80,0.00,12.30,61.60,1
2016,1,4,1,2,3,4,9.91,1205,29.50,0.80,5.54,7.17,43.01,1
2016,1,4,1,2,3,2,12.60,1474,35.50,0.80,0.00,0.00,36.30,2
2016,1,4,1,2,3,4,10.20,1060,29.00,0.80,5.54,0.00,35.34,2
2016,1,4,1,2,2,1,15.60,2299,46.50,0.80,0.00,0.00,47.30,2
2016,1,4,1,3,4,3,9.50,1040,27.50,0.80,5.54,6.75,40.59,1
2016,1,4,1,3,4,3,8.80,1050,25.50,0.80,5.54,0.00,31.84,2
2016,1,4,1,3,3,6,3.03,403,10.50,0.80,0.00,2.26,13.56,1
2016,1,4,1,3,4,3,9.17,1148,27.50,0.80,5.54,6.77,40.61,1
2016,1,4,1,3,4,3,10.64,1498,31.50,0.80,0.00,0.00,32.30,2
2016,1,4,1,3,2,4,18.15,2339,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,2,4,27.97,2484,52.00,0.80,5.54,17.50,75.84,1
2016,1,4,1,3,2,4,20.22,3038,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,4,3,10.29,1423,31.00,0.80,5.54,7.47,44.81,1
2016,1,4,1,3,3,4,11.80,2153,38.50,0.80,5.54,8.97,53.81,1
2016,1,4,1,3,3,4,8.31,1196,25.50,0.80,5.54,6.37,38.21,1
2016,1,4,1,3,3,4,9.59,1722,31.00,0.80,5.54,7.47,44.81,1
2016,1,4,1,3,4,3,12.26,2031,37.50,0.80,5.54,0.00,43.84,2
2016,1,4,1,3,3,4,9.83,1792,32.00,0.80,5.54,9.58,47.92,1
2016,1,4,1,3,2,2,0.00,28,2.50,0.80,0.00,0.00,3.30,3
2016,1,4,1,3,4,2,19.10,1815,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,2,4,18.32,2452,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,2,4,17.90,2044,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,3,2,4,15.65,2754,52.00,0.80,0.00,7.20,60.00,1
2016,1,4,1,3,4,3,13.84,1399,38.50,0.80,5.54,13.45,58.29,1
2016,1,4,1,3,3,4,10.42,1529,31.00,0.80,5.54,7.47,44.81,1
2016,1,4,1,3,4,2,20.51,2616,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,2,4,17.30,2963,52.00,0.80,0.00,3.00,55.80,1
2016,1,4,1,3,3,4,14.90,1831,43.00,0.80,5.54,9.85,59.19,1
2016,1,4,1,3,4,3,9.78,1313,29.00,0.80,11.08,8.18,49.06,1
2016,1,4,1,3,4,2,17.10,3113,52.00,0.80,0.00,5.00,57.80,1
2016,1,4,1,3,2,4,18.20,2195,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,3,4,3,9.10,1281,28.00,0.80,5.54,5.15,39.49,1
2016,1,4,1,3,4,2,18.72,2123,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,4,2,16.20,2185,52.00,0.80,5.54,14.55,72.89,1
2016,1,4,1,3,4,2,17.70,2864,54.00,0.80,0.00,10.96,65.76,1
2016,1,4,1,3,2,1,8.80,1502,28.00,0.80,0.00,0.00,28.80,2
2016,1,4,1,3,2,4,17.98,2540,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,4,3,10.10,1570,31.00,0.80,5.54,9.30,46.64,1
2016,1,4,1,3,3,4,10.50,1801,34.00,0.80,5.54,2.00,42.34,1
2016,1,4,1,3,2,1,13.31,1952,39.50,0.80,0.00,0.00,40.30,2
2016,1,4,1,3,4,3,11.31,1378,33.00,0.80,5.54,0.00,39.34,2
2016,1,4,1,3,2,6,14.61,1377,41.00,0.80,0.00,8.36,50.16,1
2016,1,4,1,3,3,4,7.78,1290,25.00,0.80,5.54,6.27,37.61,1
2016,1,4,1,3,3,4,10.50,1957,34.50,0.80,0.00,8.80,44.10,1
2016,1,4,1,3,4,2,21.00,2647,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,3,2,0,19.40,2132,53.00,0.80,5.54,0.00,59.34,2
2016,1,4,1,3,4,2,15.00,1792,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,3,4,3,8.79,1179,27.50,0.80,5.54,8.46,42.30,1
2016,1,4,1,3,2,6,4.30,568,14.50,0.80,0.00,0.00,15.30,2
2016,1,4,1,3,4,3,9.54,1241,27.50,0.80,5.54,8.46,42.30,1
2016,1,4,1,3,3,4,12.80,1553,36.50,0.80,5.54,8.00,50.84,1
2016,1,4,1,3,2,4,17.01,2114,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,4,3,11.32,1918,36.00,0.80,5.54,10.58,52.92,1
2016,1,4,1,3,4,2,17.47,2499,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,4,3,6.78,729,19.50,0.80,5.54,3.00,28.84,1
2016,1,4,1,3,3,4,9.60,1698,32.00,0.80,0.00,1.00,33.80,1
2016,1,4,1,3,2,1,16.04,2368,47.00,0.80,0.00,9.56,57.36,1
2016,1,4,1,3,3,0,9.86,1138,29.00,0.80,5.54,0.00,35.34,2
2016,1,4,1,3,2,1,12.58,2621,42.50,0.80,0.00,0.00,43.30,2
2016,1,4,1,3,3,1,15.08,2571,45.00,0.80,0.00,5.00,50.80,1
2016,1,4,1,3,3,4,11.40,1714,34.00,0.80,5.54,0.00,40.34,2
2016,1,4,1,3,3,1,11.47,1516,33.50,0.80,0.00,6.86,41.16,1
2016,1,4,1,3,3,4,9.55,2125,32.50,0.80,5.54,7.77,46.61,1
2016,1,4,1,3,3,1,11.80,1542,34.50,0.80,0.00,0.00,35.30,2
2016,1,4,1,3,4,3,9.97,1565,31.00,0.80,5.54,9.34,46.68,1
2016,1,4,1,3,4,3,9.82,1128,28.00,0.80,5.54,0.00,34.34,2
2016,1,4,1,3,2,4,16.29,2723,52.00,0.80,0.00,10.56,63.36,1
2016,1,4,1,3,3,3,17.60,217,0.00,0.30,0.00,0.00,0.30,2
2016,1,4,1,3,4,3,10.70,1895,35.00,0.80,5.54,4.00,45.34,1
2016,1,4,1,3,2,4,18.75,2483,52.00,0.80,5.54,10.00,68.34,1
2016,1,4,1,3,2,4,20.49,3044,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,3,2,4,23.39,3920,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,3,3,4,10.90,1828,33.50,0.80,5.54,7.95,47.79,1
2016,1,4,1,3,4,2,17.08,2322,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,2,6,14.50,2567,45.00,0.80,0.00,0.00,45.80,2
2016,1,4,1,3,2,4,17.43,2278,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,3,2,6,14.16,2048,41.50,0.80,0.00,10.58,52.88,1
2016,1,4,1,3,3,6,5.05,731,16.50,0.80,0.00,3.46,20.76,1
2016,1,4,1,3,4,3,9.50,1274,28.50,0.80,5.54,6.95,41.79,1
2016,1,4,1,3,3,4,10.84,1805,33.00,0.80,5.54,7.87,47.21,1
2016,1,4,1,3,3,3,0.38,127,3.50,0.80,0.00,0.00,4.30,2
2016,1,4,1,3,4,3,8.80,881,25.00,0.80,5.54,0.00,31.34,2
2016,1,4,1,3,4,3,9.61,967,27.00,0.80,5.54,8.00,41.34,1
2016,1,4,1,3,4,3,10.79,1767,33.50,0.80,5.54,7.97,47.81,1
2016,1,4,1,3,3,4,9.61,1281,28.50,0.80,5.54,8.71,43.55,1
2016,1,4,1,3,2,4,19.10,2796,52.00,0.80,5.54,5.00,63.34,1
2016,1,4,1,3,3,1,11.36,2867,39.50,0.80,0.00,0.00,40.30,2
2016,1,4,1,3,2,3,11.47,1876,34.50,0.80,0.00,0.00,35.30,2
2016,1,4,1,3,4,2,18.61,3174,52.00,0.80,5.54,6.66,65.00,1
2016,1,4,1,3,3,7,22.50,3652,63.50,0.80,11.08,15.05,90.43,1
2016,1,4,1,3,2,4,18.48,3730,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,4,2,28.00,2731,52.00,0.80,5.54,0.00,58.34,3
2016,1,4,1,3,2,1,11.01,2218,35.50,0.80,0.00,4.50,40.80,1
2016,1,4,1,3,3,4,9.28,31757,29.50,0.80,5.54,7.17,43.01,1
2016,1,4,1,3,2,4,17.00,2207,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,3,2,1,8.48,1407,26.50,0.80,0.00,0.00,27.30,2
2016,1,4,1,3,2,4,17.00,2991,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,3,4,11.33,1835,34.50,0.80,5.54,0.00,40.84,2
2016,1,4,1,3,3,4,10.60,1836,32.50,0.80,5.54,0.00,38.84,2
2016,1,4,1,3,4,2,17.06,3880,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,3,3,4,9.10,1308,26.50,0.80,5.54,0.00,32.84,2
2016,1,4,1,3,2,4,19.40,2676,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,3,3,4,9.80,1401,29.00,0.80,5.54,6.00,41.34,1
2016,1,4,1,3,3,4,11.00,1766,32.50,0.80,5.54,8.00,46.84,1
2016,1,4,1,3,4,2,19.12,2897,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,4,2,17.56,2304,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,3,3,4,9.40,1757,31.00,0.80,5.54,7.45,44.79,1
2016,1,4,1,3,2,4,20.91,3669,52.00,0.80,5.54,4.00,62.34,1
2016,1,4,1,3,2,4,29.80,3081,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,3,3,1,8.00,2364,32.00,0.80,0.00,6.55,39.35,1
2016,1,4,1,3,3,4,8.83,1690,29.00,0.80,5.54,0.00,35.34,2
2016,1,4,1,3,2,6,7.00,1581,25.00,0.80,0.00,5.15,30.95,1
2016,1,4,1,3,3,4,8.28,1431,25.00,0.80,5.54,6.27,37.61,1
2016,1,4,1,3,4,2,17.23,4033,52.00,0.80,0.00,8.80,61.60,1
2016,1,4,1,3,3,4,9.83,1593,29.50,0.80,5.54,0.00,35.84,2
2016,1,4,1,3,3,4,10.39,1550,30.50,0.80,5.54,7.37,44.21,1
2016,1,4,1,3,2,2,1.30,254,6.00,0.80,0.00,0.00,6.80,2
2016,1,4,1,3,2,4,19.14,3265,52.00,0.80,5.54,13.00,71.34,1
2016,1,4,1,3,3,4,9.10,1647,29.50,0.80,5.54,0.00,35.84,2
2016,1,4,1,3,4,2,17.25,2876,52.00,0.80,5.54,17.00,75.34,1
2016,1,4,1,3,4,2,17.40,4932,52.00,0.80,0.00,10.55,63.35,1
2016,1,4,1,3,4,2,16.50,2681,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,4,4,2,28.10,3388,52.00,0.80,5.54,8.00,66.34,1
2016,1,4,1,4,3,4,8.28,1151,25.00,1.80,5.54,8.08,40.42,1
2016,1,4,1,4,2,1,11.50,2725,39.50,1.80,0.00,0.00,41.30,2
2016,1,4,1,4,2,4,19.27,3613,52.00,0.80,5.54,11.67,70.01,1
2016,1,4,1,4,4,3,8.63,1794,30.00,1.80,5.54,5.60,42.94,1
2016,1,4,1,4,3,4,10.83,1713,31.50,1.80,5.54,0.00,38.84,2
2016,1,4,1,4,4,3,9.72,1628,29.50,1.80,5.54,5.00,41.84,1
2016,1,4,1,4,2,1,13.40,3212,46.00,1.80,0.00,9.55,57.35,1
2016,1,4,1,4,2,1,15.90,3408,51.50,1.80,0.00,10.65,63.95,1
2016,1,4,1,4,2,4,17.90,3184,52.00,0.80,5.54,11.65,69.99,1
2016,1,4,1,4,4,3,11.21,2307,38.00,1.80,5.54,0.00,45.34,2
2016,1,4,1,4,3,4,8.88,1450,27.50,1.80,5.54,6.97,41.81,1
2016,1,4,1,4,3,6,3.60,892,15.00,1.80,0.00,0.00,16.80,2
2016,1,4,1,4,4,2,16.50,2956,52.00,0.80,5.54,11.66,70.00,1
2016,1,4,1,4,3,4,9.34,1630,28.00,1.80,5.54,8.00,43.34,1
2016,1,4,1,4,2,1,15.55,2166,44.50,1.80,0.00,0.00,46.30,2
2016,1,4,1,4,3,4,8.88,1628,28.50,1.80,5.54,7.17,43.01,1
2016,1,4,1,4,4,2,17.54,3818,52.00,0.80,0.00,0.00,52.80,2
2016,1,4,1,4,3,4,10.72,1893,34.00,1.80,5.54,0.00,41.34,2
2016,1,4,1,4,2,4,18.24,3076,52.00,0.80,5.54,0.00,58.34,2
2016,1,4,1,4,4,2,23.82,3895,52.00,0.80,5.54,11.67,70.01,1
